,Word
1005,नियमों (niymõ)
1006,उठता (uṭhtā)
1007,आनन्द (ānand)
1008,विष (viṣ)
1009,प्र (pra)
1010,तमाम (tamām)
1011,चिन्ह (cinha)
1012,स्थिर (sthir)
1013,शराब (śarāb)
1014,वैज्ञानिकों (vaigyānikõ)
1015,पहुंचा (pahuñcā)
1016,नियमित (niymit)
1017,नवीन (navīn)
1018,गहरी (gahrī)
1019,ऊष्मा (ūṣmā)
1020,उत्तम (uttam)
1021,शास्त्र (śāstra)
1022,माह (māh)
1023,मालिक (mālik)
1024,भला (bhalā)
1025,भरे (bhare)
1026,बनाई (banāī)
1027,गरीबी (garībī)
1028,आन्दोलन (āndolan)
1029,विद्या (vidyā)
1030,पारिवारिक (pārivārik)
1031,तोड़ (toṛ)
1032,चीजें (cījẽ)
1033,कठोर (kaṭhor)
1034,अनुपात (anupāt)
1035,हरियाणा (hariyāṇā)
1036,सम्पन्न (sampanna)
1037,विधान (vidhān)
1038,राय (rāy)
1039,तुरन्त (turant)
1040,आपस (āpas)
1041,अधीन (adhīn)
1042,शिक्षक (śikṣak)
1043,विजय (vijay)
1044,लेख (lekh)
1045,महोदय (mahoday)
1046,भी (bhī)
1047,फरवरी (pharavrī)
1048,पित्त (pitt)
1049,प्रत्यक्ष (pratyakṣ)
1050,तर्क (tark)
1051,जेल (jel)
1052,चुपचाप (cupcāp)
1053,करा (karā)
1054,अनुकूल (anukūl)
1055,विष्णु (viṣṇu)
1056,यों (yõ)
1057,भूख (bhūkh)
1058,बांस (bāns)
1059,बनता (bantā)
1060,बनकर (bankar)
1061,बैठकर (baiṭhkar)
1062,पात्र (pātra)
1063,पूर्वी (pūrvī)
1064,कठिनाई (kaṭhināī)
1065,इत्यादि (ityādi)
1066,सदस्यों (sadasyõ)
1067,मूत्र (mūtra)
1068,भरा (bharā)
1069,बुरा (burā)
1070,घोषणा (ghoṣṇā)
1071,खोल (khol)
1072,खुश (khuś)
1073,खेतों (khetõ)
1074,कोश (koś)
1075,उपस्थित (upasthit)
1076,अभिव्यक्ति (abhivyakti)
1077,श्रेष्ठ (śreṣṭh)
1078,नाग (nāg)
1079,नाक (nāk)
1080,जाता (jātā)
1081,छूट (chūṭ)
1082,घरों (gharõ)
1083,खून (khūn)
1084,करेगा (karegā)
1085,उतार (utār)
1086,अपराध (aprādh)
1087,अधिनियम (adhiniyam)
1088,साहस (sāhas)
1089,सर्वप्रथम (sarvapratham)
1090,पढ़ाई (paṛhāī)
1091,दिखायी (dikhāyī)
1092,दुख (dukh)
1093,अगस्त (agast)
1094,साथी (sāthī)
1095,सक्रिय (sakriy)
1096,पढ़ने (paṛhne)
1097,पढ़ (paṛh)
1098,चालू (cālū)
1099,आधा (ādhā)
1100,समितियों (samitiyõ)
1101,सूची (sūcī)
1102,विवेचन (vivecan)
1103,मनोविज्ञान (manovigyān)
1104,पहुंचे (pahuñce)
1105,पुस्तकें (pustakẽ)
1106,किशोरी (kiśorī)
1107,इस्पात (ispāt)
1108,सामना (sāmnā)
1109,व्याख्या (vyākhyā)
1110,फुट (phuṭ)
1111,दिमाग (dimāg)
1112,कर्मचारी (karmacārī)
1113,असर (asar)
1114,अफसर (aphsar)
1115,सतह (satah)
1116,विचित्र (vicitra)
1117,बैल (bail)
1118,तहत (tahat)
1119,केन्द्रों (kendrõ)
1120,अम्ल (amla)
1121,संरक्षण (sãrakṣaṇ)
1122,सुनने (sunne)
1123,वाणी (vāṇī)
1124,लोहे (lohe)
1125,यंत्र (yantra)
1126,भाषाविज्ञान (bhāṣāvigyān)
1127,बोलने (bolne)
1128,बोध (bodh)
1129,प्रकाशन (prakāśan)
1130,दादा (dādā)
1131,टूट (ṭūṭ)
1132,चरक (carak)
1133,खाते (khāte)
1134,कान (kān)
1135,उद्योगों (udyogõ)
1136,आक्रमण (ākramaṇ)
1137,अंग्रेजों (aṅgrejõ)
1138,संभावना (sambhāvnā)
1139,यथा (yathā)
1140,भेजा (bhejā)
1141,बनाते (banāte)
1142,नरेश (nareś)
1143,दो (do)
1144,चोरी (corī)
1145,चित्रकार (citrakār)
1146,कहे (kahe)
1147,स्वतन्त्र (svatantra)
1148,सूरज (sūraj)
1149,सूक्ष्म (sūkṣma)
1150,विशेषता (viśeṣtā)
1151,लिख (likh)
1152,मास (mās)
1153,पंचायत (pañcāyat)
1154,चरण (caraṇ)
1155,गली (galī)
1156,खुले (khule)
1157,कुर्सी (kursī)
1158,सन्दर्भ (sandarbh)
1159,स्त्रोत (strot)
1160,वर्गीकरण (vargīkraṇ)
1161,महाभारत (mahābhārat)
1162,फैल (phail)
1163,पेश (peś)
1164,प्रौद्योगिकी (praudyogikī)
1165,पुराण (purāṇ)
1166,निर्धारण (nirdhāraṇ)
1167,चीन (cīn)
1168,शिकायत (śikāyat)
1169,विद्यालय (vidyālay)
1170,वस्तुतः (vastutaḥ)
1171,लाया (lāyā)
1172,बहन (bahan)
1173,पक्षी (pakṣī)
1174,निर्यात (niryāt)
1175,ना (nā)
1176,जाये (jāye)
1177,ज्यों (jyõ)
1178,चक्कर (cakkar)
1179,गोली (golī)
1180,कल्याण (kalyāṇ)
1181,क्रोध (krodh)
1182,कराया (karāyā)
1183,इंका (iṅkā)
1184,सीधा (sīdhā)
1185,संचार (sañcār)
1186,विरुद्ध (viruddh)
1187,विद्वानों (vidvānõ)
1188,लम्बे (lambe)
1189,भुगतान (bhugtān)
1190,तुझे (tujhe)
1191,चयन (cayan)
1192,घोड़े (ghoṛe)
1193,उच्चारण (uccāraṇ)
1194,सोने (sone)
1195,मौका (maukā)
1196,मोटे (moṭe)
1197,भाषण (bhāṣaṇ)
1198,निकला (niklā)
1199,देवताओं (devtāõ)
1200,उत्पत्ति (utpatti)
1201,शहरी (śahrī)
1202,शक्ति (śakti)
1203,राष्ट्रपति (rāṣṭrapti)
1204,महाराज (mahārāj)
1205,मन्दिर (mandir)
1206,इन्द्र (indra)
1207,अपेक्षित (apekṣit)
1208,अंतर्गत (antargat)
1209,अजीब (ajīb)
1210,संस्कार (sanskār)
1211,समाधान (samādhān)
1212,शूल (śūl)
1213,लिखे (likhe)
1214,रहेगा (rahegā)
1215,रमेश (rameś)
1216,जड़ (jaṛ)
1217,अधिगम (adhigam)
1218,सर्वाधिक (sarvādhik)
1219,मानता (māntā)
1220,मन्त्री (mantrī)
1221,बाढ़ (bāṛh)
1222,बजट (bajaṭ)
1223,नुकसान (nuksān)
1224,थोड़े (thoṛe)
1225,जाल (jāl)
1226,जानने (jānne)
1227,कम्पनी (kampanī)
1228,कक्ष (kakṣ)
1229,उपकरणों (upkarṇõ)
1230,उत्पन्न (utpanna)
1231,उठकर (uṭhkar)
1232,इसको (isko)
1233,साम्राज्य (sāmrājya)
1234,संशोधन (sanśodhan)
1235,राजाओं (rājāõ)
1236,पसन्द (pasand)
1237,छात्रों (chātrõ)
1238,गहरा (gahrā)
1239,किलोग्राम (kilogrām)
1240,कालेज (kālej)
1241,उल्लेखनीय (ullekhnīya)
1242,उपलब्धि (uplabdhi)
1243,उत्साह (utsāh)
1244,मजदूर (majdūr)
1245,प्रार्थना (prārthanā)
1246,छिड़काव (chiṛkāv)
1247,समुदाय (samudāy)
1248,शोथ (śoth)
1249,लोरिक (lorik)
1250,बौद्ध (bauddh)
1251,बाग (bāg)
1252,बचा (bacā)
1253,पहाड़ी (pahāṛī)
1254,प्रोत्साहन (protsāhan)
1255,प्रबल (prabal)
1256,पदार्थों (padārthõ)
1257,पूंजी (pūñjī)
1258,जगत (jagat)
1259,घोल (ghol)
1260,एकता (ektā)
1261,सोचने (socne)
1262,सामान्यतः (sāmānyataḥ)
1263,स्वतंत्रता (svatantratā)
1264,वित्तीय (vittīya)
1265,मानकर (mānkar)
1266,भौतिक (bhautik)
1267,पाठ्यक्रम (pāṭhyakram)
1268,परिणामस्वरूप (pariṇāmasvarūp)
1269,पर्वत (parvat)
1270,तलाश (talāś)
1271,गोद (god)
1272,गांधीजी (gāndhījī)
1273,का (kā)
1274,अन्तर्राष्ट्रीय (antarrāṣṭrīya)
1275,सहन (sahan)
1276,शेर (śer)
1277,वैसा (vaisā)
1278,वस्त्र (vastra)
1279,लक्ष्मी (lakṣmī)
1280,रूक (rūk)
1281,मुक्ति (mukti)
1282,प्रोटीन (proṭīn)
1283,चलकर (calkar)
1284,गंभीर (gambhīr)
1285,आधी (ādhī)
1286,अंकन (aṅkan)
1287,हिंदी (hindī)
1288,शान्त (śānt)
1289,शांति (śānti)
1290,वर्गों (vargõ)
1291,वृक्षों (vŕkṣõ)
1292,रोगों (rogõ)
1293,बम्बई (bambaī)
1294,प्रथा (prathā)
1295,चीजों (cījõ)
1296,अतएव (ataev)
1297,सकती (saktī)
1298,महिलाओं (mahilāõ)
1299,बाह्य (bāhya)
1300,प्रेरित (prerit)
1301,निहित (nihit)
1302,दिखाया (dikhāyā)
1303,डालने (ḍālne)
1304,डेढ़ (ḍeṛh)
1305,गैर (gair)
1306,सम्पत्ति (sampatti)
1307,श्रद्धा (śraddhā)
1308,वार्ता (vārtā)
1309,लड़कों (laṛkõ)
1310,मानने (mānne)
1311,मुझ (mujh)
1312,नमक (namak)
1313,छवि (chavi)
1314,चाचा (cācā)
1315,चलो (calo)
1316,करेगा (karegā)
1317,हिमाचल (himācal)
1318,स्मिता (smitā)
1319,स्थल (sthal)
1320,रखती (rakhtī)
1321,रकम (rakam)
1322,पहुंचने (pahuñcne)
1323,नाना (nānā)
1324,दरवाजा (darvājā)
1325,दुकान (dukān)
1326,ठोस (ṭhos)
1327,जेब (jeb)
1328,चिन्तन (cintan)
1329,गर्मी (garmī)
1330,खरीद (kharīd)
1331,क्रांति (krānti)
1332,ऋतु (ŕtu)
1333,सुनाई (sunāī)
1334,विद्यालयों (vidyālyõ)
1335,लिखने (likhne)
1336,लखनऊ (lakhnaū)
1337,राग (rāg)
1338,बरस (baras)
1339,ब्रज (braj)
1340,पश्चात (paścāt)
1341,डाली (ḍālī)
1342,गृह (gŕh)
1343,अकाली (akālī)
1344,सावधानी (sāvdhānī)
1345,सेवन (sevan)
1346,स्वतन्त्रता (svatantratā)
1347,शून्य (śūnya)
1348,विद्यार्थियों (vidyārthiyõ)
1349,मोटी (moṭī)
1350,भ्रष्टाचार (bhraṣṭācār)
1351,देह (deh)
1352,तेरे (tere)
1353,कार्रवाई (kārravāī)
1354,कार्यवाही (kāryavāhī)
1355,इस्लाम (islām)
1356,आश्रम (āśram)
1357,आकर्षण (ākarṣaṇ)
1358,हिस्से (hisse)
1359,सम्राट (samrāṭ)
1360,परेशान (pareśān)
1361,परम्परागत (paramparāgat)
1362,दिसम्बर (disambar)
1363,जनसंख्या (jansaṅkhyā)
1364,घोषित (ghoṣit)
1365,ऋषि (ŕṣi)
1366,अखबार (akhbār)
1367,रूपों (rūpõ)
1368,भस्म (bhasma)
1369,बगल (bagal)
1370,परिस्थिति (paristhiti)
1371,निगम (nigam)
1372,नारायण (nārāyaṇ)
1373,तुरंत (turant)
1374,ढोला (ḍholā)
1375,डालकर (ḍālkar)
1376,चावल (cāval)
1377,गणेश (gaṇeś)
1378,कार्यक्रमों (kāryakramõ)
1379,उठी (uṭhī)
1380,ईश्वर (īśvar)
1381,आतंकवादी (ātaṅkvādī)
1382,आँख (ā̃kh)
1383,अदालत (adālat)
1384,होटल (hoṭal)
1385,हार (hār)
1386,हजारों (hajārõ)
1387,संदेह (sandeh)
1388,संक्षिप्त (saṅkṣipt)
1389,विद्वान (vidvān)
1390,व्रत (vrat)
1391,महत्व (mahatva)
1392,भयंकर (bhayaṅkar)
1393,बेहतर (behtar)
1394,ब्रिटिश (briṭiś)
1395,प्रिय (priy)
1396,नियुक्त (niyukt)
1397,गम्भीर (gambhīr)
1398,उक्त (ukt)
1399,अमल (amal)
1400,हवाई (havāī)
1401,हरे (hare)
1402,स्वर्णमंदिर (svarṇamandir)
1403,ली (lī)
1404,मामला (māmlā)
1405,मछली (machlī)
1406,बचपन (bacpan)
1407,बैंकों (baiṅkõ)
1408,पान (pān)
1409,प्राण (prāṇ)
1410,प्रतिक्रिया (pratikriyā)
1411,जीवाणु (jīvāṇu)
1412,छाती (chātī)
1413,गढ़वाल (gaṛhvāl)
1414,खुला (khulā)
1415,कार (kār)
1416,क्रियाओं (kriyāõ)
1417,अम्मा (ammā)
1418,अंगों (aṅgõ)
1419,सन्देह (sandeh)
1420,विवाद (vivād)
1421,लड़कियों (laṛkiyõ)
1422,बाहरी (bāhrī)
1423,बारी (bārī)
1424,प्लेग (pleg)
1425,पुरुष (puruṣ)
1426,दोपहर (dophar)
1427,तमिल (tamil)
1428,चौधरी (caudhrī)
1429,आचरण (ācraṇ)
1430,अनाज (anāj)
1431,ही (hī)
1432,सिरे (sire)
1433,साढ़े (sāṛhe)
1434,संयोग (sãyog)
1435,विमर्श (vimarś)
1436,विधियों (vidhiyõ)
1437,व्यावहारिक (vyāvhārik)
1438,वचन (vacan)
1439,रात्रि (rātri)
1440,भावों (bhāvõ)
1441,भेंट (bheṇṭ)
1442,बुआई (buāī)
1443,पैरों (pairõ)
1444,पुराना (purānā)
1445,प्रतीक्षा (pratīkṣā)
1446,पत्रों (patrõ)
1447,पड़ेगा (paṛegā)
1448,जाओ (jāo)
1449,किस्मों (kismõ)
1450,किन (kin)
1451,उठे (uṭhe)
1452,आचार्य (ācārya)
1453,आई (āī)
1454,अफ्रीका (aphrīkā)
1455,अतीत (atīt)
1456,हल्के (halke)
1457,सागर (sāgar)
1458,शाह (śāh)
1459,शान्ति (śānti)
1460,विदेश (videś)
1461,वजन (vajan)
1462,लाखों (lākhõ)
1463,प्रारंभ (prārambh)
1464,प्राणियों (prāṇiyõ)
1465,निर्देश (nirdeś)
1466,दावा (dāvā)
1467,दे (de)
1468,चाहा (cāhā)
1469,उदास (udās)
1470,उत्तरी (uttarī)
1471,असली (aslī)
1472,हिम्मत (himmat)
1473,हरी (harī)
1474,स्नेह (sneh)
1475,शासक (śāsak)
1476,बदले (badle)
1477,बचाने (bacāne)
1478,प्रतिनिधि (pratinidhi)
1479,दरअसल (daraasal)
1480,देखभाल (dekhbhāl)
1481,तने (tane)
1482,जानती (jāntī)
1483,केंद्र (kendra)
1484,औषधि (auṣdhi)
1485,उत्सव (utsav)
1486,इनसे (inse)
1487,साथियों (sāthiyõ)
1488,संसाधन (sansādhan)
1489,सदन (sadan)
1490,सूखे (sūkhe)
1491,संकल्प (saṅkalp)
1492,शक्तिशाली (śaktiśālī)
1493,व्यर्थ (vyarth)
1494,मिश्रण (miśraṇ)
1495,बोरोन (boron)
1496,निकालने (nikālne)
1497,घूम (ghūm)
1498,गुस्सा (gussā)
1499,क्षति (kṣati)
1500,उठती (uṭhtī)
1501,अरब (arab)
1502,अत्यंत (atyant)
1503,अक्षर (akṣar)
1504,संस्थानों (sansthānõ)
1505,सुपर (supar)
1506,संगठनों (saṅgaṭhnõ)
1507,विशेषकर (viśeṣkar)
1508,वेद (ved)
1509,महाराजा (mahārājā)
1510,भरत (bharat)
1511,बोझ (bojh)
1512,बादल (bādal)
1513,बयान (bayān)
1514,पत्तियां (pattiyā̃)
1515,चढ़ (caṛh)
1516,उम्मीद (ummīd)
1517,उपेक्षा (upekṣā)
1518,सिद्धान्तों (siddhāntõ)
1519,स्व (sva)
1520,सुनते (sunte)
1521,सकते (sakte)
1522,रबड़ (rabaṛ)
1523,मेल (mel)
1524,मेकअप (mekaap)
1525,भूत (bhūt)
1526,बनते (bante)
1527,प्रशंसा (praśansā)
1528,प्रतिदिन (pratidin)
1529,पूछ (pūch)
1530,दबाव (dabāv)
1531,दण्ड (daṇḍ)
1532,टुकड़े (ṭukṛe)
1533,गहराई (gahrāī)
1534,खींच (khīñc)
1535,उर्वरक (urvarak)
1536,हिंसा (hinsā)
1537,साधना (sādhnā)
1538,सेवाओं (sevāõ)
1539,सर्वथा (sarvathā)
1540,लेखन (lekhan)
1541,परेशानी (pareśānī)
1542,प्रताप (pratāp)
1543,पेड़ों (peṛõ)
1544,चेष्टा (ceṣṭā)
1545,व्याकरण (vyākraṇ)
1546,लाइसेंस (lāisens)
1547,ललित (lalit)
1548,रूस (rūs)
1549,मील (mīl)
1550,बर्फ (barph)
1551,पाप (pāp)
1552,पुत्री (putrī)
1553,दफ्तर (daphtar)
1554,जानवर (jānvar)
1555,गाने (gāne)
1556,कार्यकर्ता (kāryakartā)
1557,कलाकारों (kalākārõ)
1558,करता (kartā)
1559,उत्पाद (utpād)
1560,आएँ (āẽ)
1561,सोचते (socte)
1562,सीख (sīkh)
1563,सास (sās)
1564,वीणा (vīṇā)
1565,यूरेनियम (yūreniyam)
1566,मौलिक (maulik)
1567,मारने (mārne)
1568,मुहम्मद (muhammad)
1569,बिल (bil)
1570,बचत (bacat)
1571,प्रावधान (prāvdhān)
1572,पचास (pacās)
1573,नागरिक (nāgrik)
1574,नेहरू (nehrū)
1575,देन (den)
1576,गिरने (girne)
1577,गहरे (gahre)
1578,उपन्यास (upanyās)
1579,इलाके (ilāke)
1580,आन्तरिक (āntarik)
1581,हिन्दुस्तान (hindustān)
1582,संसद (sansad)
1583,स्वीकृति (svīkŕti)
1584,संपर्क (sampark)
1585,विभाजन (vibhājan)
1586,लौटने (lauṭne)
1587,यूरोप (yūrop)
1588,मंच (mañc)
1589,भाग्य (bhāgya)
1590,बेहद (behad)
1591,बुलाया (bulāyā)
1592,पाए (pāe)
1593,प्रयोगशाला (prayogśālā)
1594,प्रमाणित (pramāṇit)
1595,प्रभावशाली (prabhāvśālī)
1596,जीत (jīt)
1597,जानवरों (jānavrõ)
1598,गुस्से (gusse)
1599,गर्दन (gardan)
1600,गुरू (gurū)
1601,अधिकतम (adhiktam)
1602,सृष्टि (sŕṣṭi)
1603,शिक्षित (śikṣit)
1604,शहद (śahad)
1605,वरन (varan)
1606,रोम (rom)
1607,बदन (badan)
1608,फैला (phailā)
1609,फेंक (pheṅk)
1610,पिछड़े (pichṛe)
1611,परिश्रम (pariśram)
1612,परिवारों (parivārõ)
1613,परिभाषा (paribhāṣā)
1614,प्रारम्भिक (prārambhik)
1615,पुरुषों (puruṣõ)
1616,निरीक्षण (nirīkṣaṇ)
1617,दास (dās)
1618,देव (dev)
1619,ताकत (tākat)
1620,तंत्र (tantra)
1621,तत्कालीन (tatkālīn)
1622,तकनीक (taknīk)
1623,चलाने (calāne)
1624,गठन (gaṭhan)
1625,अनुभूति (anubhūti)
1626,हिन्दुओं (hinduõ)
1627,हिंदू (hindū)
1628,हालांकि (hālāṅki)
1629,सामूहिक (sāmūhik)
1630,सरकारों (sarkārõ)
1631,संयंत्र (sãyantra)
1632,सुंदर (sundar)
1633,सृजन (sŕjan)
1634,वैसी (vaisī)
1635,लावनी (lāvnī)
1636,लक्षणों (lakṣaṇõ)
1637,राहुलजी (rāhuljī)
1638,युवा (yuvā)
1639,मूर्ति (mūrti)
1640,बेर (ber)
1641,पाण्डु (pāṇḍu)
1642,ध्रुपद (dhrupad)
1643,तथ्यों (tathyõ)
1644,ढेर (ḍher)
1645,जायें (jāyẽ)
1646,ग्रन्थों (granthõ)
1647,गणित (gaṇit)
1648,कहानियों (kahāniyõ)
1649,अशोक (aśok)
1650,साबित (sābit)
1651,समझना (samajhnā)
1652,संज्ञा (sañgyā)
1653,शांत (śānt)
1654,श्रीलंका (śrīlaṅkā)
1655,श्रमिक (śramik)
1656,शर्त (śart)
1657,लिपि (lipi)
1658,मानवीय (mānvīya)
1659,पक्षियों (pakṣiyõ)
1660,निवासी (nivāsī)
1661,तुलनात्मक (tulnātmak)
1662,चमक (camak)
1663,गोल (gol)
1664,खाकर (khākar)
1665,कोट (koṭ)
1666,इंच (iñc)
1667,आसन (āsan)
1668,अकेला (akelā)
1669,शर्मा (śarmā)
1670,विश्वविद्यालय (viśvavidyālay)
1671,विधायक (vidhāyak)
1672,वर्मा (varmā)
1673,वैद्य (vaidya)
1674,राजस्थानी (rājasthānī)
1675,मानना (mānnā)
1676,भरपूर (bharpūr)
1677,भगत (bhagat)
1678,बस्ती (bastī)
1679,बैठने (baiṭhne)
1680,प्रतिभा (pratibhā)
1681,प्रजा (prajā)
1682,प्रकोप (prakop)
1683,नायक (nāyak)
1684,दोस्त (dost)
1685,तिवारी (tivārī)
1686,घड़ी (ghaṛī)
1687,गलती (galtī)
1688,कार्बन (kārban)
1689,उपचार (upcār)
1690,ईसाई (īsāī)
1691,आवेदन (āvedan)
1692,आयुर्वेद (āyurved)
1693,आदर (ādar)
1694,अत्याचार (atyācār)
1695,हिमालय (himālay)
1696,हंस (hans)
1697,सोचता (soctā)
1698,विश्वनाथ (viśvanāth)
1699,वेतन (vetan)
1700,मथुरा (mathurā)
1701,भाभी (bhābhī)
1702,भेजे (bheje)
1703,ब्यूरो (byūro)
1704,बनती (bantī)
1705,पक्षों (pakṣõ)
1706,घरेलू (gharelū)
1707,गणना (gaṇnā)
1708,कहलाता (kahlātā)
1709,कलावती (kalāvtī)
1710,करना (karnā)
1711,उदाहरणार्थ (udāharṇārth)
1712,उड़ (uṛ)
1713,आघात (āghāt)
1714,हमला (hamlā)
1715,व्यावसायिक (vyāvsāyik)
1716,लोकप्रिय (lokapriy)
1717,रेलवे (relve)
1718,मिश्रित (miśrit)
1719,महान (mahān)
1720,मेहनत (mehnat)
1721,बिन्दु (bindu)
1722,फलतः (phaltaḥ)
1723,प्रोफेसर (prophesar)
1724,प्रचलन (praclan)
1725,औसत (ausat)
1726,एकाएक (ekāek)
1727,उपस्थिति (upasthiti)
1728,उन्नति (unnati)
1729,आधे (ādhe)
1730,अली (alī)
1731,सरस्वती (sarasvatī)
1732,समर्थ (samarth)
1733,सम्भवतः (sambhavtaḥ)
1734,सड़कों (saṛkõ)
1735,विशेषज्ञ (viśeṣagya)
1736,विद्रोह (vidroh)
1737,वात (vāt)
1738,व्यस्त (vyast)
1739,लाकर (lākar)
1740,राव (rāv)
1741,योजनाओं (yojnāõ)
1742,मंत्र (mantra)
1743,बताने (batāne)
1744,बताते (batāte)
1745,प्रश्नों (praśnõ)
1746,पकड़ा (pakṛā)
1747,नोट (noṭ)
1748,निवेदन (nivedan)
1749,न्याय (nyāy)
1750,धूल (dhūl)
1751,दाने (dāne)
1752,दान (dān)
1753,देवीगढ़ (devīgaṛh)
1754,तरल (taral)
1755,कोरियाई (koriyāī)
1756,किलोमीटर (kilomīṭar)
1757,किताब (kitāb)
1758,क्षमा (kṣamā)
1759,इंजन (iñjan)
1760,आए (āe)
1761,असफल (asphal)
1762,हल्की (halkī)
1763,सावित्री (sāvitrī)
1764,सरदार (sardār)
1765,सगर्भता (sagarbhatā)
1766,शुभ (śubh)
1767,लहर (lahar)
1768,लेखा (lekhā)
1769,मासिक (māsik)
1770,मद्रास (madrās)
1771,मंगल (maṅgal)
1772,भली (bhalī)
1773,भेजने (bhejne)
1774,बिजलीघर (bijlīghar)
1775,बनाता (banātā)
1776,पवित्र (pavitra)
1777,परिषद (pariṣad)
1778,परि (pari)
1779,पूछा (pūchā)
1780,नौकर (naukar)
1781,निकालकर (nikālkar)
1782,नासिक्य (nāsikya)
1783,तापमान (tāpmān)
1784,तरीका (tarīkā)
1785,झूठ (jhūṭh)
1786,जाती (jātī)
1787,छुट्टी (chuṭṭī)
1788,घाट (ghāṭ)
1789,गोबर (gobar)
1790,कामों (kāmõ)
1791,कश्मीर (kaśmīr)
1792,ऊंची (ūñcī)
1793,उन्नत (unnat)
1794,आजाद (ājād)
1795,आग्रह (āgrah)
1796,अमृतसर (amŕtsar)
1797,अनु (anu)
1798,अद्भुत (adbhut)
1799,अतः (ataḥ)
1800,सिखों (sikhõ)
1801,साधु (sādhu)
1802,संदेश (sandeś)
1803,लिखित (likhit)
1804,लेप (lep)
1805,मर्यादा (maryādā)
1806,मेज (mej)
1807,मुख्यतः (mukhyataḥ)
1808,भाजपा (bhājpā)
1809,बेकार (bekār)
1810,पैदावार (paidāvār)
1811,नाश (nāś)
1812,दलों (dalõ)
1813,जापान (jāpān)
1814,गोपाल (gopāl)
1815,कोशिकाओं (kośikāõ)
1816,काटने (kāṭne)
1817,कूद (kūd)
1818,उपदेश (updeś)
1819,उड़ान (uṛān)
1820,अंतरिक्ष (antrikṣ)
1821,सहसा (sahsā)
1822,व्यास (vyās)
1823,मित्रों (mitrõ)
1824,भोग (bhog)
1825,बुला (bulā)
1826,प्रातः (prātaḥ)
1827,पढ़ा (paṛhā)
1828,पढ़ते (paṛhte)
1829,घोड़ा (ghoṛā)
1830,गुफा (guphā)
1831,खुल (khul)
1832,खुराक (khurāk)
1833,उपायों (upāyõ)
1834,उपयोगिता (upyogitā)
1835,इलाज (ilāj)
1836,आवाज़ (āvāz)
1837,आलू (ālū)
1838,हटा (haṭā)
1839,स्वस्तिक (svastik)
1840,समीक्षा (samīkṣā)
1841,संक्रमण (saṅkramaṇ)
1842,सैकड़ों (saikṛõ)
1843,शोर (śor)
1844,शब्दावली (śabdāvlī)
1845,यौगिक (yaugik)
1846,मना (manā)
1847,मंडल (maṇḍal)
1848,बचने (bacne)
1849,प्रेमनाथ (premnāth)
1850,परम (param)
1851,निधि (nidhi)
1852,नेताजी (netājī)
1853,चुनौती (cunautī)
1854,गौतम (gautam)
1855,खिड़की (khiṛkī)
1856,किस्में (kismẽ)
1857,करते (karte)
1858,कटाई (kaṭāī)
1859,असाधारण (asādhāraṇ)
1860,स्मरण (smaraṇ)
1861,समग्र (samagra)
1862,सुनी (sunī)
1863,रेडियो (reḍiyo)
1864,मामूली (māmūlī)
1865,बीमार (bīmār)
1866,फायदा (phāydā)
1867,पुराणों (purāṇõ)
1868,प्रस्तावों (prastāvõ)
1869,प्रधानता (pradhāntā)
1870,पन्द्रह (pandrah)
1871,नाव (nāv)
1872,तुल्फ (tulph)
1873,तत्काल (tatkāl)
1874,जोड़ा (joṛā)
1875,चाल (cāl)
1876,चूहे (cūhe)
1877,चलना (calnā)
1878,गाया (gāyā)
1879,गला (galā)
1880,खैर (khair)
1881,कोर्ट (korṭ)
1882,कराना (karānā)
1883,कंपनी (kampnī)
1884,इसने (isne)
1885,इनको (inko)
1886,अर्थव्यवस्था (arthavyavasthā)
1887,अंचल (añcal)
1888,हल्का (halkā)
1889,सुनिश्चित (suniścit)
1890,वरना (varnā)
1891,बुनियादी (buniyādī)
1892,दैनिक (dainik)
1893,जुड़े (juṛe)
1894,घुस (ghus)
1895,खुली (khulī)
1896,कुमार (kumār)
1897,कुमाऊँ (kumāū̃)
1898,आंगन (āṅgan)
